name_romaji	name_english	name_japanese	is_unverified	is_external	is_movie	is_adult	is_action	is_adventure	is_comedy	is_drama	is_ecchi	is_fantasy	is_horror	is_mahou_shoujo	is_mecha	is_music	is_mystery	is_psychological	is_romance	is_sci_fi	is_slice_of_life	is_sports	is_supernatural	is_thriller	format	status	source	episodes_amount	time_required	start_date	end_date	rating_value	rating_count	company_production	company_producer	company_creator	last_modified	file_modified_first	file_modified_last	file_modified_median	filesize_min	filesize_max	filesize_median
Doraemon: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi	?	映画ドラえもん 新・のび太と鉄人兵団 ～はばたけ 天使たち～	false	true	true	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	Movie	Finished	?	1	6480000	1299283200	1299283200	80	1982	0	55	55	1713823617	1709468623	1709468630	1709468626	137841	140499	139170
Dorami & Doraemons: Robot School's Seven Mysteries	?	ドラミ＆ドラえもんズ ロボット学校七不思議！？	false	false	true	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	Movie	Finished	?	1	1860000	825724800	825724800	63	197	0	0	0	1713824993	1709468623	1709468623	1709468623	40871	40871	40871
Dorei-ku The Animation	?	奴隷区 The Animation	false	true	false	false	false	false	false	true	false	false	false	false	false	false	false	true	false	false	false	false	false	true	TV	Finished	Manga	12	1440000	1523577600	1530230400	54	4956	6117	120	6117	1530629238	1709468632	1709468633	1709468632	29100	131300	30227
Dorohedoro	Dorohedoro	ドロヘドロ	false	true	false	false	true	true	true	false	false	true	true	false	false	false	true	false	false	false	false	false	false	false	TV	Finished	Manga	12	1440000	1578873600	1585526400	79	49213	569	6787	569	1715409750	1709468633	1715409750	1715409370	25852	54525	36988
Dorohedoro: Ma no Omake	?	ドロヘドロ 魔のおまけ	false	false	false	false	false	false	true	false	false	true	true	false	false	false	false	false	false	false	false	false	false	false	OVA	Finished	Manga	1	1500000	1592352000	1592352000	71	8444	569	0	569	1715409847	1709468633	1715409750	1712439191	39146	53766	46456
Dororo	Dororo	どろろ	false	true	false	false	true	true	false	true	false	false	false	false	false	false	false	false	false	false	false	false	true	false	TV	Finished	Manga	24	1440000	1546819200	1561334400	81	111499	569	6199	569	1714768762	1709468694	1714768762	1714768762	14779	296447	25054
Dosanko Gal wa Namaramenkoi	Hokkaido Gals Are Super Adorable!	道産子ギャルはなまらめんこい	false	true	false	false	false	false	true	false	false	false	false	false	false	false	false	false	true	false	true	false	false	false	TV	Finished	Manga	12	1440000	1704758400	1711411200	69	15544	6138	6815	6138	1712135036	1709468696	1712127568	1709468696	23908	123158	48402
Doubutsu Mura no Daisodou	?	動物村の大騒動	false	false	true	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	Movie	Finished	Original	1	480000	0	0	41	194	0	0	0	1713359564	1713359564	1713359564	1713359564	14827	776192	395509
Doubutsu Sumo Taikai	?	動物相撲大会	false	false	true	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	Movie	Finished	Original	1	60000	0	0	39	265	0	0	0	1713355360	1713355360	1713355360	1713355360	3210	49152	26181
Doubutsu no Mori	?	どうぶつの森	true	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	Movie	Finished	Video Game	1	5220000	1166227200	1166227200	68	3119	28	829	28	1454711947	1709468699	1709468699	1709468699	81174	92389	86781
Doukyonin wa Hiza, Tokidoki, Atama no Ue.	My Roommate is a Cat	同居人はひざ、時々、頭のうえ。	false	true	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	TV	Finished	Manga	12	1440000	1546992000	1553644800	75	18305	6117	238	6117	1717537153	1717288288	1717537153	1717537153	11186	103638	52934
Doukyuusei	Doukyuusei -Classmates-	同級生	false	true	true	false	false	false	false	true	false	false	false	false	false	true	false	false	true	false	true	false	false	false	Movie	Finished	Manga	1	3600000	1455926400	1455926400	81	33062	561	213	213	1596431815	1709468703	1709468703	1709468703	74615	74615	74615
Dounika Naru Hibi	Happy-Go-Lucky Days	どうにかなる日々	false	true	true	false	false	false	false	true	false	false	false	false	false	false	false	false	true	false	true	false	false	false	Movie	Finished	Manga	1	3240000	1603411200	1603411200	51	1865	6982	144	144	1724022278	1709468704	1724022278	1716745491	46305	359464	202884
Dr. STONE	Dr. STONE	Dr.STONE	false	true	false	false	true	true	true	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	TV	Finished	Manga	24	1440000	1562284800	1576195200	81	193230	73	0	73	1727390091	1709468706	1727390091	1727390091	22841	592021	31044
Dr. STONE: NEW WORLD	Dr. STONE New World	Dr.STONE NEW WORLD	false	false	false	false	true	true	true	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	TV	Finished	Manga	11	1440000	1680739200	1686787200	81	41056	73	245	245	1727390837	1709468707	1727390837	1724219551	22476	294175	33095
Dr. STONE: Ryuusui	Dr. STONE Special Episode – RYUSUI	Dr.STONE 龍水	false	false	false	false	true	true	true	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	Special	Finished	Manga	1	3300000	1657411200	1657411200	81	36502	73	245	73	1727390163	1727390163	1727390163	1727390163	86051	86051	86051
Dr. STONE: STONE WARS	Dr. STONE: STONE WARS	Dr.STONE STONE WARS	false	false	false	false	true	true	true	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	TV	Finished	Manga	11	1440000	1610582400	1616630400	81	116323	73	0	73	1727390126	1709468706	1727390126	1727390126	25835	268085	30862
Dragon Ball	Dragon Ball	ドラゴンボール	false	true	false	false	true	true	true	false	false	true	false	false	false	false	false	false	false	false	false	false	true	false	TV	Finished	Manga	153	1500000	509760000	608342400	78	91667	18	102	18	1718317697	1709468723	1718317697	1709468723	21459	1772163	58918
Dragon Ball GT	Dragon Ball GT	ドラゴンボールGT	true	true	false	false	true	true	true	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	TV	Finished	Manga	64	1440000	823651200	879897600	62	57842	18	102	18	1594568984	1709468730	1709468731	1709468730	530054	532688	531371
Dragon Ball Kai	Dragon Ball Z Kai	ドラゴンボール改	false	true	false	false	true	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Manga	97	1380000	1238889600	1301184000	76	38787	18	102	18	1721914665	1709468735	1721913063	1713163052	6928	1458986	18772
Dragon Ball Super	Dragon Ball Super	ドラゴンボール超	false	true	false	false	true	true	true	false	false	true	false	false	false	false	false	false	false	true	false	false	false	false	TV	Finished	Manga	131	1440000	1436054400	1521936000	72	91573	18	102	18	1688288468	1709468736	1709472066	1709468737	1179867	3004039	1208405
Dragon Ball Super: Broly	Dragon Ball Super: Broly	ドラゴンボール超 ブロリー	false	true	true	false	true	true	false	false	false	true	false	false	false	false	false	false	false	true	false	false	false	false	Movie	Finished	Manga	1	6000000	1544745600	1544745600	80	55989	18	102	18	1727387287	1712889381	1727387287	1721648686	124520	3305519	157818
Dragon Ball Super: Super Hero	Dragon Ball Super: SUPER HERO	ドラゴンボール超 スーパーヒーロー	false	true	true	false	true	true	false	false	false	true	false	false	false	false	false	false	false	true	false	false	false	false	Movie	Finished	Original	1	5940000	1654905600	1654905600	76	16365	18	6570	18	1727387138	1709472053	1727387138	1715137757	149593	10386205	224703
Dragon Ball Z	Dragon Ball Z	ドラゴンボールZ	false	true	false	false	true	true	true	false	false	true	false	false	false	false	false	false	false	false	false	false	true	false	TV	Finished	Manga	291	1440000	609552000	823046400	80	111229	18	102	18	1725641056	1709472068	1709472073	1709472068	2350734	2382444	2372333
Dragon Ball Z: Chikyuu Marugoto Chou Kessen	Dragon Ball Z: The Tree of Might	ドラゴンボールＺ 地球まるごと超決戦	false	false	true	false	true	true	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	Movie	Finished	Manga	1	3660000	647308800	647308800	62	13920	18	102	18	1727388326	1709468737	1727388326	1721604870	51122	64339	51822
"Dragon Ball Z: Fukkatsu no ""F"""	Dragon Ball Z: Resurrection 'F'	ドラゴンボールZ 復活の「F」	false	true	true	false	true	true	true	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	Movie	Finished	Original	1	6420000	1429315200	1429315200	66	27267	18	102	18	1721605402	1709468715	1721605402	1715537014	67162	7142216	119805
Dragon Ball Z: Fukkatsu no Fusion!! Goku to Vegeta	Dragon Ball Z: Fusion Reborn	ドラゴンボールＺ 復活のフュージョン!!悟空とベジータ	false	false	true	false	true	true	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	Movie	Finished	Manga	1	3300000	794275200	794275200	73	17302	18	102	18	1727388433	1709468710	1727388433	1721605012	46527	105518	55279
Dragon Ball Z: Gekitotsu!! 100-oku Power no Senshi-tachi	Dragon Ball Z: The Return of Cooler	ドラゴンボールZ 激突!!100億パワーの戦士たち	false	false	true	false	true	true	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	Movie	Finished	Manga	1	2700000	699926400	699926400	64	14235	18	102	18	1727388493	1709468737	1727388493	1721604916	33601	48535	36543
Dragon Ball Z: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu	Dragon Ball Z: Bojack Unbound	ドラゴンボールZ 銀河ギリギリ!! ぶっちぎりの凄い奴	false	false	true	false	true	true	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	Movie	Finished	Manga	1	3000000	742262400	742262400	67	13991	18	102	18	1727388544	1709468737	1727388544	1721604965	46684	64742	51098
Dragon Ball Z: Kami to Kami	Dragon Ball Z: Battle of Gods	ドラゴンボールZ: 神と神	false	true	true	false	true	true	true	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	Movie	Finished	Manga	1	5100000	1364601600	1364601600	71	34239	18	6444	18	1727388520	1709468737	1727388520	1715536988	116536	1644418	142393
Dragon Ball Z: Kiken na Futari! Super Senshi wa Nemurenai	Dragon Ball Z: Broly - Second Coming	ドラゴンボールZ 危険なふたり! 超戦士はねむれない	false	false	true	false	true	true	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	Movie	Finished	Manga	1	3000000	763430400	763430400	63	15250	18	102	18	1727388257	1709468737	1727388257	1721604973	44701	57774	46254
Dragon Ball Z: Konoyo de Ichiban Tsuyoi Yatsu	Dragon Ball Z: The World's Strongest	ドラゴンボールＺ この世で一番強いヤツ	false	false	true	false	true	true	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	Movie	Finished	Manga	1	3600000	637027200	637027200	61	11346	18	102	18	1727388220	1709468737	1727388220	1721604855	59832	79287	63379
Dragon Ball Z: Kyokugen Battle!! Sandai Super Saiyajin	Dragon Ball Z: Super Android 13!	ドラゴンボールＺ 極限バトル！三大超サイヤ人	false	false	true	false	true	true	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	Movie	Finished	Manga	1	2700000	710812800	710812800	64	13111	18	102	18	1727388464	1709468737	1727388464	1721604933	35138	48269	36702
Dragon Ball Z: Moetsukiro!! Nessen - Ressen - Chou Gekisen	Dragon Ball Z: Broly - The Legendary Super Saiyan	ドラゴンボールZ 燃えつきろ!!熱戦・烈戦・超激戦	false	false	true	false	true	true	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	Movie	Finished	Manga	1	4320000	731376000	731376000	70	18263	18	102	18	1727388508	1709468737	1727388508	1721604948	68568	91603	74282
Dragon Ball Z: Ora no Gohan wo Kaese!!	Dragon Ball Z: Dead Zone	ドラゴンボールZ オラの悟飯をかえせッ!!	false	false	true	false	true	true	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	Movie	Finished	Manga	1	2460000	616464000	616464000	62	12921	18	102	18	1727388168	1709468737	1727388168	1721604835	39532	57905	44791
Dragon Ball Z: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru	Dragon Ball Z: Wrath of the Dragon	ドラゴンボールＺ 龍拳爆発!!悟空がやらねば誰がやる	false	false	true	false	true	true	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	Movie	Finished	Manga	1	3060000	805766400	805766400	70	14920	18	102	18	1727388557	1709468737	1727388557	1715536883	53501	72282	57598
Dragon Ball Z: Super Saiyajin da Son Goku	Dragon Ball Z: Lord Slug	ドラゴンボールＺ 超サイヤ人だ孫悟空	false	false	true	false	true	true	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	Movie	Finished	Manga	1	3120000	669340800	669340800	60	12737	18	102	18	1727388531	1709468737	1727388531	1721604880	48830	65134	51625
Dragon Ball Z: Super Senshi Gekiha!! Katsu no wa Ore da	Dragon Ball Z: Bio-Broly	ドラゴンボールＺ 超戦士撃破!!勝のはオレだ	false	false	true	false	true	true	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	Movie	Finished	Manga	1	3000000	773712000	773712000	52	14122	18	102	18	1727387471	1709468737	1727387471	1721604986	50199	65550	53067
Dragon Ball Z: Tatta Hitori no Saishuu Kessen - Freeza ni Idonda Z Senshi Son Goku no Chi	Dragon Ball Z: Bardock – The Father of Goku	ドラゴンボールZ たったひとりの最終決戦〜フリーザに挑んだZ戦士 孫悟空の父〜	false	false	false	false	true	true	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	Special	Finished	Manga	1	2820000	656121600	656121600	73	12558	18	102	18	1714524940	1709468710	1714524374	1711996542	40321	49713	45017
Dragon Ball Z: Tobikkiri no Saikyou Tai Saikyou	Dragon Ball Z: Cooler's Revenge	ドラゴンボールZ とびっきりの最強対最強	false	false	true	false	true	true	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	Movie	Finished	Manga	1	2880000	679968000	679968000	67	16217	18	102	18	1727387445	1709468737	1727387445	1721604893	49154	62568	51164
Dragon Ball: Episode of Bardock	Dragon Ball: Episode of Bardock	ドラゴンボール エピソード オブ バーダック	false	false	false	false	true	true	true	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	Special	Finished	Manga	1	1140000	1324080000	1324080000	68	13868	18	0	18	1721932404	1721931098	1721931098	1721931098	29152	29152	29152
Dragon Ball: Majinjou no Nemuri Hime	Dragon Ball: Sleeping Princess in Devil's Castle	ドラゴンボール 魔神城のねむり姫	false	false	true	false	true	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	Movie	Finished	Manga	1	2700000	553564800	553564800	62	5836	18	102	18	1727387428	1721733235	1727387428	1724560331	48649	63364	56006
Dragon Ball: Makafushigi Daibouken	Dragon Ball: Mystical Adventure	ドラゴンボール 摩訶不思議大冒険	false	false	true	false	true	true	true	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	Movie	Finished	Manga	1	2700000	584409600	584409600	63	5388	18	102	18	1727387819	1721733302	1727387819	1724560560	65318	84478	74898
Dragon Ball: Ossu! Kaette Kita Son Goku to Nakama-tachi!!	Dragon Ball: Yo! Son Goku and His Friends Return!!	ドラゴンボール オッス！帰ってきた孫悟空と仲間たち！！	false	false	false	false	true	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	Special	Finished	Manga	1	2100000	1221955200	1221955200	64	5672	18	6570	18	1725662111	1725639158	1725639158	1725639158	57667	57667	57667
Dragon Ball: Saikyou e no Michi	Dragon Ball: The Path to Power	ドラゴンボール 最強への道	false	false	true	false	true	true	true	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	Movie	Finished	Manga	1	4440000	825724800	825724800	68	5729	18	102	18	1727387871	1721733344	1727387871	1724560607	88900	118878	103889
Dragon Ball: Shen Long no Densetsu	Dragon Ball: Curse of the Blood Rubies	ドラゴンボール 神龍の伝説	false	false	true	false	true	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	Movie	Finished	Manga	1	3000000	535420800	535420800	63	6643	18	102	18	1727387952	1721733185	1727387952	1724560568	56850	73444	65147
Dragon Quest: Abel Yuusha Densetsu	Dragon Warrior	ドラゴンクエスト～勇者アベル伝説～	false	true	false	false	true	true	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Video Game	43	1440000	628560000	670809600	63	298	139	1	1	1617659497	1709468716	1709468717	1709468717	21345	436984	28484
Dragon Quest: Dai no Daibouken (1991)	?	ドラゴンクエスト ダイの大冒険	false	true	true	false	true	true	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	Movie	Finished	Video Game	1	1860000	679968000	679968000	61	225	18	0	18	1714611903	1714611445	1714611903	1714611674	22630	38803	29465
Dragon Quest: Dai no Daibouken (2020)	Dragon Quest: The Adventure of Dai	ドラゴンクエスト ダイの大冒険	true	true	false	false	true	true	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Manga	100	1440000	1601683200	1666396800	72	4698	18	16	18	1676497597	1709482694	1709484717	1709484713	25680	857447	31439
Dragon Quest: Your Story	Dragon Quest: Your Story	ドラゴンクエスト ユア・ストーリー	false	true	true	false	false	true	true	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	Movie	Finished	Video Game	1	6180000	1564704000	1564704000	66	2564	235	0	235	1715260513	1709468723	1715260513	1712364618	140777	156785	148781
Dragon, Ie wo Kau.	Dragon Goes House-Hunting	ドラゴン、家を買う。	false	true	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Manga	12	1440000	1617494400	1624147200	58	4546	6101	144	144	1717537219	1717537219	1717537219	1717537219	33627	41852	38567
Dragon’s Dogma	Dragon's Dogma	ドラゴンズドグマ	false	false	false	false	true	true	false	false	false	true	false	false	false	false	false	false	false	false	false	false	true	false	ONA	Finished	Video Game	7	1560000	1600300800	1600300800	54	2773	6249	0	6249	1715407515	1715407515	1715407515	1715407515	28279	37378	35732
Dream Festival!	Dream Festival!	ドリフェス！	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	ONA	Finished	Original	12	1440000	1474675200	1481846400	60	932	6116	0	6116	1716364401	1716364401	1716364401	1716364401	29283	34990	31874
Duel Masters	?	デュエル・マスターズ	true	true	false	false	true	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Manga	26	1260000	1035158400	1049414400	53	1777	101	829	101	1716451004	1709468740	1716451004	1716451004	323	107752	83697
Duel Masters King MAX	?	デュエル・マスターズ キングMAX	false	false	false	false	true	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Original	17	1440000	1648944000	1661644800	54	36	474	0	474	1714008185	1713991799	1714008185	1714001377	64121	99086	80608
Duel Masters VS	?	デュエル・マスターズ VS	true	true	false	false	true	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Other	49	1440000	1396656000	1427587200	55	103	473	0	473	1594570143	1709468803	1709468803	1709468803	511259	511259	511259
Duel Masters VSR	?	デュエル・マスターズVSR	true	true	false	false	true	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Other	51	1440000	1428192000	1459036800	53	96	473	0	473	1594570151	1709468804	1709468804	1709468804	481018	481018	481018
Duel Masters VSRF	?	デュエル・マスターズVSRF	true	true	false	false	true	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Other	51	1440000	1459641600	1490486400	53	98	473	101	101	1594570162	1709468805	1709468805	1709468805	469554	469554	469554
Duel Masters Victory	?	デュエル・マスターズ ビクトリー	true	true	false	false	true	true	true	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	TV Short	Finished	Original	52	600000	1301702400	1333152000	52	106	0	62	62	1342410083	1709468740	1709468740	1709468740	13106	13106	13106
Duel Masters Victory V	?	デュエル・マスターズ ビクトリーV	true	true	false	false	true	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	TV Short	Finished	Original	51	600000	1333756800	1364601600	50	88	62	0	62	1594570177	1709468801	1709468801	1709468801	276215	276215	276215
Duel Masters Victory V3	?	デュエル・マスターズ ビクトリーV3	true	true	false	false	true	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Original	51	1440000	1365206400	1396051200	49	94	474	0	474	1594570184	1709468802	1709468802	1709468802	513870	513870	513870
Duel Masters WIN	?	デュエル・マスターズWIN	false	false	false	false	true	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Original	29	1440000	1662249600	1679788800	57	38	112	474	112	1713991821	1713988986	1713991821	1713990403	79979	89327	84653
Duel Masters WIN: Duel Wars	?	デュエル・マスターズWIN 決闘学園編	false	false	false	false	true	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Original	49	1440000	1680393600	1711843200	53	26	112	474	112	1713968309	1713929836	1713968309	1713938360	67044	101490	95544
Dumbbell Nan Kilo Moteru?	How Heavy Are the Dumbbells You Lift?	ダンベル何キロ持てる？	false	true	false	false	false	false	true	false	true	false	false	false	false	false	false	false	false	false	true	true	false	false	TV	Finished	Manga	12	1440000	1562112000	1568764800	71	40392	95	238	95	1714507947	1709468805	1714507947	1714507947	32330	164552	35762
Dungeon Meshi	Delicious in Dungeon	ダンジョン飯	false	true	false	false	false	true	true	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Manga	24	1500000	1704326400	1718236800	85	38446	803	6698	803	1721366980	1709468806	1721366980	1716494296	23364	90723	39035
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka	Is It Wrong to Try to Pick Up Girls in a Dungeon?	ダンジョンに出会いを求めるのは間違っているだろうか	false	true	false	false	true	true	true	false	false	true	false	false	false	false	false	false	true	false	false	false	false	false	TV	Finished	Light Novel	13	1440000	1428105600	1435363200	73	160400	7	79	7	1725183363	1709468807	1725183363	1725115556	19809	410375	32759
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria	Sword Oratoria: Is it Wrong to Try to Pick Up Girls in a Dungeon? On the Side	ダンジョンに出会いを求めるのは間違っているだろうか外伝 ソード・オラトリア	false	true	false	false	true	true	true	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Light Novel	12	1500000	1492214400	1498867200	67	34563	7	0	7	1713316132	1709468808	1713316132	1713316116	24979	41827	36952
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II	Is It Wrong to Try to Pick Up Girls in a Dungeon? II	ダンジョンに出会いを求めるのは間違っているだろうかⅡ	false	false	false	false	true	true	true	false	false	true	false	false	false	false	false	false	true	false	false	false	false	false	TV	Finished	Light Novel	12	1440000	1562976000	1569628800	71	91385	7	6127	7	1713317942	1713316588	1713317942	1713317263	20846	33414	28122
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II: Mujintou ni Yakusou wo Motomeru no wa Machigatteiru Darou ka	Is It Wrong to Try to Pick Up Girls in a Dungeon? II: Is It Wrong to Go Searching for Herbs on a Deserted Island?	ダンジョンに出会いを求めるのは間違っているだろうかⅡ 無人島に薬草を求めるのは間違っているだろうか	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	true	false	false	false	false	false	OVA	Finished	Light Novel	1	1560000	1580256000	1580256000	63	12536	7	0	7	1713317983	1713316602	1713317983	1713317292	38705	40363	39534
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III	Is It Wrong to Try to Pick Up Girls in a Dungeon? III	ダンジョンに出会いを求めるのは間違っているだろうかⅢ	false	false	false	false	true	true	true	false	false	true	false	false	false	false	false	false	true	false	false	false	false	false	TV	Finished	Light Novel	12	1440000	1601683200	1608336000	74	60241	7	6127	7	1713318037	1709468091	1713318037	1709468807	18619	33485	27409
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou Meikyuu-hen	Is It Wrong to Try to Pick Up Girls in a Dungeon? IV	ダンジョンに出会いを求めるのは間違っているだろうかⅣ 新章 迷宮篇	false	false	false	false	true	true	true	false	false	true	false	false	false	false	false	false	true	false	false	false	false	false	TV	Finished	Light Novel	11	1440000	1658361600	1664409600	77	28543	7	415	415	1713316911	1713316897	1713316911	1713316897	15138	36131	26179
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou Yakusai-hen	Is It Wrong to Try to Pick Up Girls in a Dungeon? IV Part 2	ダンジョンに出会いを求めるのは間違っているだろうかⅣ 深章 厄災篇	false	false	false	false	true	true	true	false	false	true	false	false	false	false	false	false	true	false	false	false	false	false	TV	Finished	Light Novel	11	1440000	1672876800	1678924800	82	23977	7	415	7	1713317176	1713317163	1713317176	1713317163	19081	32207	24496
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka: Orion no Ya	Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion	ダンジョンに出会いを求めるのは間違っているだろうか ─ オリオンの矢 ─	false	false	true	false	true	true	true	false	false	true	false	false	false	false	false	false	true	false	false	false	false	false	Movie	Finished	Light Novel	1	4920000	1550188800	1550188800	72	23282	7	415	7	1713316429	1709468807	1709468807	1709468807	91253	91253	91253
Dungeon no Naka no Hito	Dungeon People	ダンジョンの中のひと	false	false	false	false	false	true	true	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Manga	12	1440000	1720224000	1727481600	69	2418	28	513	28	1727736751	1720454532	1727736751	1724089274	25799	66904	38745
Durarara!!	Durarara!!	デュラララ!!	false	true	false	false	true	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	true	false	TV	Finished	Light Novel	24	1440000	1262908800	1277424000	79	83181	112	17	17	1717446233	1717446083	1717446233	1717446204	21636	80055	39771
Durarara!!x2 Ketsu	Durarara!! X2 The Third Arc	デュラララ!!×２ 結	false	true	false	false	true	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	true	false	TV	Finished	Light Novel	12	1440000	1452297600	1458950400	79	30637	6071	0	6071	1717352841	1717352841	1717352841	1717352841	27260	41112	36800
Durarara!!x2 Shou	Durarara!! X2	デュラララ!!×２ 承	false	true	false	false	true	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	true	false	TV	Finished	Light Novel	12	1440000	1420848000	1427500800	78	39839	6071	0	6071	1717446439	1717446324	1717446439	1717446381	31903	64368	45227
Durarara!!x2 Ten	Durarara!! X2 The Second Arc	デュラララ!!×２ 転	false	true	false	false	true	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	true	false	TV	Finished	Light Novel	12	1440000	1435968000	1443225600	78	29973	6071	0	6071	1717446746	1709468812	1717446746	1709468812	29827	60762	52511
EDENS ZERO	EDENS ZERO	EDENS ZERO	false	true	false	false	true	true	true	false	false	true	false	false	false	false	false	false	false	true	false	false	false	false	TV	Finished	Manga	25	1380000	1618099200	1633219200	70	19288	7	159	7	1715434707	1709468816	1715434707	1715434616	24693	46432	32220
EDENS ZERO 2nd Season	EDENS ZERO Season 2	EDENS ZERO 第2期	false	true	false	false	true	true	true	false	false	true	false	false	false	false	false	false	false	true	false	false	false	false	TV	Finished	Manga	25	1380000	1680393600	1696118400	73	4101	7	159	7	1697066907	1709468818	1709468818	1709468818	10174	139368	33846
EUREKA: Koukyoushihen Eureka Seven Hi-Evolution	EUREKA: Eureka Seven Hi-Evolution	EUREKA／交響詩篇エウレカセブン ハイエボリューション	false	false	true	false	true	true	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	Movie	Finished	Original	1	6960000	1637884800	1637884800	63	340	4	777	4	1713989607	1713989607	1713989607	1713989607	7773515	7773515	7773515
Eden	Eden	エデン	false	true	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	ONA	Finished	Original	4	1500000	1622073600	1622073600	61	2614	6627	6787	6627	1725390972	1709468815	1725390972	1717281073	31646	59454	39136
